,wage,marital-status_Married-civ-spouse,age education-num hours-per-week,age education-num^2,education-num^2 hours-per-week,education-num^3,age hours-per-week,marital-status_Never-married,age fnlwgt education-num,age,hours-per-week,relationship_Own-child,capital-gain,fnlwgt education-num^2,fnlwgt education-num hours-per-week,sex_Male,occupation_Exec-managerial,age fnlwgt hours-per-week,fnlwgt capital-gain,relationship_Not-in-family,education_Bachelors
22,0,1,7000.0,875.0,1000.0,125.0,1400.0,0,13447875.0,35,40,0,0,1921125.0,15369000.0,1,0,107583000.0,0.0,0,0
23,0,1,12040.0,2107.0,1960.0,343.0,1720.0,0,35228137.0,43,40,0,0,5734813.0,32770360.0,1,0,201303640.0,0.0,0,0
24,0,0,21240.0,4779.0,3240.0,729.0,2360.0,0,57886965.0,59,40,0,0,8830215.0,39245400.0,0,0,257275400.0,0.0,0,0
25,1,1,29120.0,9464.0,6760.0,2197.0,2240.0,0,157867528.0,56,40,0,0,36647819.0,112762520.0,1,0,485746240.0,0.0,0,1
26,0,0,6840.0,1539.0,3240.0,729.0,760.0,1,28778274.0,19,40,1,0,13631814.0,60585840.0,1,0,127903440.0,0.0,0,0
27,1,1,32400.0,5400.0,6000.0,1000.0,3240.0,0,97313940.0,54,60,0,0,18021100.0,108126600.0,1,0,583883640.0,0.0,0,0
28,0,0,28080.0,3159.0,6480.0,729.0,3120.0,0,128908260.0,39,80,0,0,29748060.0,264427200.0,1,1,1145851200.0,0.0,1,0
29,0,1,17640.0,3969.0,3240.0,729.0,1960.0,0,85274406.0,49,40,0,0,15662646.0,69611760.0,1,0,378997360.0,0.0,0,0
30,0,0,14352.0,3312.0,7488.0,1728.0,1196.0,1,52635684.0,23,52,0,0,27462096.0,119002416.0,1,0,228087964.0,0.0,1,0
31,0,0,8800.0,2000.0,4400.0,1000.0,880.0,1,53203000.0,20,44,1,0,26601500.0,117046600.0,1,0,234093200.0,0.0,0,0
32,0,0,23400.0,7605.0,6760.0,2197.0,1800.0,0,226359900.0,45,40,1,0,65392860.0,201208800.0,1,1,696492000.0,0.0,0,1
33,0,1,12000.0,3000.0,4000.0,1000.0,1200.0,0,17985300.0,30,40,1,0,5995100.0,23980400.0,1,0,71941200.0,0.0,0,0
34,0,1,3300.0,2200.0,1500.0,1000.0,330.0,0,68532640.0,22,15,0,0,31151200.0,46726800.0,1,0,102798960.0,0.0,0,0
35,0,0,13440.0,2352.0,1960.0,343.0,1920.0,1,81448416.0,48,40,0,0,11877894.0,67873680.0,1,0,465419520.0,0.0,0,0
36,0,0,8400.0,2100.0,4000.0,1000.0,840.0,1,41412000.0,21,40,1,0,19720000.0,78880000.0,1,0,165648000.0,0.0,0,0
37,0,0,4275.0,1539.0,2025.0,729.0,475.0,0,93039561.0,19,25,0,0,44071371.0,122420475.0,0,0,258443225.0,0.0,0,0
38,1,1,11780.0,3100.0,3800.0,1000.0,1178.0,0,26087740.0,31,38,0,0,8415400.0,31978520.0,1,0,99133412.0,0.0,0,0
39,0,1,23040.0,6912.0,5760.0,1728.0,1920.0,0,152914752.0,48,40,0,0,38228688.0,127428960.0,1,0,509715840.0,0.0,0,0
40,0,1,6665.0,775.0,1075.0,125.0,1333.0,0,78720625.0,31,43,0,0,12696875.0,109193125.0,1,0,676997375.0,0.0,0,0
41,0,1,27560.0,8957.0,6760.0,2197.0,2120.0,0,60980634.0,53,40,0,0,14957514.0,46023120.0,1,0,187632720.0,0.0,0,1
42,0,1,15600.0,4056.0,8450.0,2197.0,1200.0,0,53971944.0,24,50,0,0,29234803.0,112441550.0,1,0,207584400.0,0.0,0,1
43,0,0,17640.0,3969.0,3240.0,729.0,1960.0,0,41735358.0,49,40,0,0,7665678.0,34069680.0,0,0,185490480.0,0.0,0,0
44,0,0,7875.0,2025.0,2835.0,729.0,875.0,1,65245500.0,25,35,0,0,23488380.0,91343700.0,1,0,253732500.0,0.0,1,0
45,1,1,29640.0,9633.0,6760.0,2197.0,2280.0,0,250380195.0,57,40,0,0,57104255.0,175705400.0,1,0,770400600.0,0.0,0,1
46,0,1,18126.0,4293.0,3078.0,729.0,2014.0,0,68860197.0,53,38,0,0,11693241.0,49371462.0,1,0,290743054.0,0.0,0,0
47,0,0,24640.0,8624.0,7840.0,2744.0,1760.0,0,79066064.0,44,40,0,0,25157384.0,71878240.0,0,1,225903040.0,0.0,0,0
48,0,1,18040.0,4961.0,4840.0,1331.0,1640.0,0,45822953.0,41,40,0,0,12293963.0,44705320.0,1,0,166628920.0,0.0,0,0
49,0,0,13717.0,3509.0,5203.0,1331.0,1247.0,1,86597654.0,29,43,0,0,32847386.0,128403418.0,1,0,338518102.0,0.0,1,0
50,0,1,10000.0,2500.0,4000.0,1000.0,1000.0,0,8068750.0,25,40,0,0,3227500.0,12910000.0,0,1,32275000.0,0.0,0,0
51,0,0,4860.0,1458.0,2430.0,729.0,540.0,1,36766872.0,18,30,1,0,18383436.0,61278120.0,0,0,122556240.0,0.0,0,0
52,1,1,42300.0,10575.0,13500.0,3375.0,2820.0,0,36543675.0,47,60,0,0,11662875.0,46651500.0,0,0,146174700.0,0.0,0,0
53,1,0,35750.0,8450.0,9295.0,2197.0,2750.0,0,163530250.0,50,55,0,0,42517865.0,179883275.0,1,1,691858750.0,0.0,1,1
54,0,0,25380.0,3807.0,4860.0,729.0,2820.0,0,46458936.0,47,60,0,0,8896392.0,59309280.0,1,1,309726240.0,0.0,1,0
55,1,1,17200.0,4300.0,4000.0,1000.0,1720.0,0,102336990.0,43,40,0,0,23799300.0,95197200.0,1,0,409347960.0,0.0,0,0
56,0,1,5520.0,414.0,360.0,27.0,1840.0,0,29899908.0,46,40,0,0,1949994.0,25999920.0,1,0,398665440.0,0.0,0,0
57,0,1,15400.0,4235.0,4840.0,1331.0,1400.0,0,21695520.0,35,40,0,0,6818592.0,24794880.0,1,0,78892800.0,0.0,0,0
58,0,1,17712.0,3321.0,3888.0,729.0,1968.0,0,54380268.0,41,48,0,0,11937132.0,63664704.0,1,0,290028096.0,0.0,0,0
59,0,1,10800.0,2430.0,3240.0,729.0,1200.0,0,50799420.0,30,40,0,5013,15239826.0,67732560.0,1,0,225775200.0,943175898.0,0,0
60,0,1,15600.0,5070.0,6760.0,2197.0,1200.0,0,23203440.0,30,40,0,2407,10054824.0,30937920.0,1,0,71395200.0,143206872.0,0,1
61,0,0,5120.0,512.0,640.0,64.0,1280.0,0,37623808.0,32,40,0,0,4702976.0,47029760.0,1,0,376238080.0,0.0,1,0
62,0,1,17280.0,3888.0,3240.0,729.0,1920.0,0,64644480.0,48,40,0,0,12120840.0,53870400.0,1,0,287308800.0,0.0,0,0
63,1,1,30240.0,10752.0,11520.0,4096.0,1890.0,0,78376704.0,42,45,0,0,29857792.0,83975040.0,1,0,220434480.0,0.0,0,0
64,0,0,16820.0,2900.0,5800.0,1000.0,1682.0,0,30623420.0,29,58,0,0,10559800.0,61246840.0,1,0,177615836.0,0.0,1,0
65,0,1,12960.0,2916.0,3240.0,729.0,1440.0,0,50393988.0,36,40,0,0,12598497.0,55993320.0,1,0,223973280.0,0.0,0,0
66,0,0,11200.0,2800.0,4000.0,1000.0,1120.0,0,51289000.0,28,40,0,0,18317500.0,73270000.0,0,0,205156000.0,0.0,1,0
67,1,1,19080.0,4293.0,3240.0,729.0,2120.0,0,81016542.0,53,40,0,0,13757526.0,61144560.0,0,0,360073520.0,0.0,0,0
68,1,1,24500.0,4900.0,5000.0,1000.0,2450.0,0,93923690.0,49,50,0,0,19168100.0,95840500.0,1,1,469618450.0,0.0,0,0
69,0,0,10000.0,2500.0,4000.0,1000.0,1000.0,1,50170250.0,25,40,1,0,20068100.0,80272400.0,1,0,200681000.0,0.0,0,0
70,0,0,6080.0,1900.0,3200.0,1000.0,608.0,1,19286710.0,19,32,1,0,10150900.0,32482880.0,1,0,61717472.0,0.0,0,0
71,0,0,16120.0,5239.0,6760.0,2197.0,1240.0,0,124919522.0,31,40,1,0,52385606.0,161186480.0,0,0,384367760.0,0.0,0,1
72,1,1,26390.0,4901.0,11830.0,2197.0,2030.0,0,61186346.0,29,70,0,0,27428362.0,147691180.0,1,0,329464940.0,0.0,0,1
73,0,0,9200.0,2300.0,4000.0,1000.0,920.0,1,48685940.0,23,40,0,0,21167800.0,84671200.0,1,0,194743760.0,0.0,1,0
74,0,1,15800.0,7900.0,2000.0,1000.0,1580.0,0,98547760.0,79,20,0,0,12474400.0,24948800.0,1,0,197095520.0,0.0,0,0
75,0,0,9720.0,2187.0,3240.0,729.0,1080.0,1,51982803.0,27,40,1,0,17327601.0,77011560.0,1,0,231034680.0,0.0,0,0
76,0,1,19200.0,5760.0,5760.0,1728.0,1600.0,0,15462720.0,40,40,0,0,4638816.0,15462720.0,1,0,51542400.0,0.0,0,0
77,0,1,804.0,2412.0,72.0,216.0,134.0,0,85529118.0,67,2,0,0,7659324.0,2553108.0,1,0,28509706.0,0.0,0,0
78,0,0,2772.0,882.0,1078.0,343.0,396.0,1,39013884.0,18,22,1,0,15172066.0,47683636.0,0,0,122615064.0,0.0,0,0
79,0,1,4960.0,496.0,640.0,64.0,1240.0,0,15614948.0,31,40,0,0,2014832.0,20148320.0,1,0,156149480.0,0.0,0,0
80,0,0,4860.0,1458.0,2430.0,729.0,540.0,1,72387918.0,18,30,0,0,36193959.0,120646530.0,1,0,241293060.0,0.0,1,0
81,0,1,27040.0,8788.0,6760.0,2197.0,2080.0,0,186924140.0,52,40,0,0,46731035.0,143787800.0,1,0,575151200.0,0.0,0,1
82,0,1,16560.0,3726.0,3240.0,729.0,1840.0,0,21369852.0,46,40,0,0,4181058.0,18582480.0,0,0,94977120.0,0.0,0,0
83,0,1,25488.0,4779.0,3888.0,729.0,2832.0,0,84926547.0,59,48,0,0,12954897.0,69092784.0,1,0,452941584.0,0.0,0,0
84,1,0,15840.0,3564.0,3240.0,729.0,1760.0,0,136062036.0,44,40,0,14344,27830871.0,123692760.0,0,0,604720160.0,4928469304.0,1,0
85,0,0,16695.0,4293.0,2835.0,729.0,1855.0,0,165162681.0,53,35,1,0,28046493.0,109069695.0,0,0,642299315.0,0.0,0,0
86,1,1,17640.0,3969.0,3240.0,729.0,1960.0,0,118291194.0,49,40,0,0,21726954.0,96564240.0,1,0,525738640.0,0.0,0,0
87,0,1,23100.0,6468.0,9800.0,2744.0,1650.0,0,93347562.0,33,50,0,0,39601996.0,141435700.0,1,0,333384150.0,0.0,0,0
88,0,0,6000.0,750.0,1000.0,125.0,1200.0,1,8150100.0,30,40,0,0,1358350.0,10866800.0,1,0,65200800.0,0.0,1,0
89,1,0,34400.0,11008.0,12800.0,4096.0,2150.0,1,282676496.0,43,50,0,0,105181952.0,328693600.0,0,0,883364050.0,0.0,1,0
90,0,1,25080.0,6897.0,4840.0,1331.0,2280.0,0,156735579.0,57,40,0,0,30247217.0,109989880.0,1,0,569947560.0,0.0,0,0
91,0,0,14800.0,3700.0,4000.0,1000.0,1480.0,0,106090100.0,37,40,0,0,28673000.0,114692000.0,0,0,424360400.0,0.0,0,0
92,0,0,7000.0,2800.0,2500.0,1000.0,700.0,0,59517640.0,28,25,0,0,21256300.0,53140750.0,0,0,148794100.0,0.0,0,0
93,0,1,9450.0,2430.0,2835.0,729.0,1050.0,0,31791690.0,30,35,0,0,9537507.0,37090305.0,0,0,123634350.0,0.0,0,0
94,1,1,17680.0,5746.0,6760.0,2197.0,1360.0,0,100022832.0,34,40,0,0,38244024.0,117673920.0,1,0,307762560.0,0.0,0,1
95,0,0,14500.0,2900.0,5000.0,1000.0,1450.0,1,33519650.0,29,50,0,0,11558500.0,57792500.0,1,0,167598250.0,0.0,1,0
96,1,1,46080.0,12288.0,15360.0,4096.0,2880.0,0,146900736.0,48,60,0,0,48966912.0,183625920.0,1,0,550877760.0,0.0,0,0
97,1,1,17760.0,3700.0,4800.0,1000.0,1776.0,0,74992710.0,37,48,0,0,20268300.0,97287840.0,1,0,359965008.0,0.0,0,0
98,0,0,23040.0,6912.0,5760.0,1728.0,1920.0,0,98550720.0,48,40,0,0,24637680.0,82125600.0,0,1,328502400.0,0.0,0,0
99,0,0,11520.0,2592.0,3240.0,729.0,1280.0,1,71829792.0,32,40,1,0,20202129.0,89787240.0,1,0,319243520.0,0.0,0,0
100,1,1,42560.0,14896.0,7840.0,2744.0,3040.0,0,132139224.0,76,40,0,0,24341436.0,69546960.0,1,1,377540640.0,0.0,0,0
101,1,1,34320.0,7436.0,10140.0,2197.0,2640.0,0,113417304.0,44,60,0,15024,33509658.0,154659960.0,1,1,523464480.0,2978988768.0,0,1
102,0,0,32900.0,9212.0,9800.0,2744.0,2350.0,1,98118328.0,47,50,0,0,29226736.0,104381200.0,0,0,350422600.0,0.0,1,0
103,0,0,8000.0,2000.0,4000.0,1000.0,800.0,1,37660000.0,20,40,1,0,18830000.0,75320000.0,0,0,150640000.0,0.0,0,0
104,0,0,10440.0,2349.0,3240.0,729.0,1160.0,1,26995752.0,29,40,0,0,8377992.0,37235520.0,1,0,119981120.0,0.0,1,0
105,1,1,11520.0,2592.0,3240.0,729.0,1280.0,0,91486080.0,32,40,0,7688,25730460.0,114357600.0,1,0,406604800.0,2442170080.0,0,0
106,0,0,3264.0,612.0,1152.0,216.0,544.0,1,31097046.0,17,32,1,34095,10975428.0,58535616.0,0,0,165850912.0,10394644935.0,0,0
107,0,0,8400.0,1470.0,1960.0,343.0,1200.0,1,40929210.0,30,40,1,0,9550149.0,54572280.0,1,0,233881200.0,0.0,0,0
108,0,0,11160.0,2511.0,3240.0,729.0,1240.0,1,52804935.0,31,40,0,0,15330465.0,68135400.0,0,0,234688600.0,0.0,1,0
109,0,1,15120.0,3402.0,3240.0,729.0,1680.0,0,47133576.0,42,40,0,0,10100052.0,44889120.0,1,0,209482560.0,0.0,0,0
110,0,0,12480.0,4056.0,6760.0,2197.0,960.0,1,134901312.0,24,40,0,0,73071544.0,224835520.0,1,0,415080960.0,0.0,0,1
111,1,1,22800.0,8550.0,9000.0,3375.0,1520.0,0,37234680.0,38,40,0,0,14697900.0,39194400.0,1,0,99292480.0,0.0,0,0
112,1,1,25200.0,4536.0,4050.0,729.0,2800.0,0,169144920.0,56,50,0,0,27184005.0,151022250.0,1,0,939694000.0,0.0,0,0
113,0,1,7000.0,2800.0,2500.0,1000.0,700.0,0,105803320.0,28,25,0,4064,37786900.0,94467250.0,0,0,264508300.0,1535659616.0,0,0
114,0,0,12960.0,2916.0,3240.0,729.0,1440.0,1,33327936.0,36,40,1,0,8331984.0,37031040.0,0,0,148124160.0,0.0,0,0
115,0,1,13250.0,1325.0,1250.0,125.0,2650.0,0,25346455.0,53,50,0,0,2391175.0,23911750.0,1,0,253464550.0,0.0,0,0
116,0,1,28000.0,5600.0,5000.0,1000.0,2800.0,0,169730400.0,56,50,0,0,30309000.0,151545000.0,1,0,848652000.0,0.0,0,0
117,1,1,21560.0,5929.0,4840.0,1331.0,1960.0,0,106382969.0,49,40,0,0,23881891.0,86843240.0,1,0,386847160.0,0.0,0,0
118,0,1,30800.0,5500.0,5600.0,1000.0,3080.0,0,136153600.0,55,56,0,0,24755200.0,138629120.0,1,0,762460160.0,0.0,0,0
119,0,0,8118.0,1782.0,3321.0,729.0,902.0,1,20321136.0,22,41,0,0,8313192.0,37871208.0,1,0,92574064.0,0.0,1,0
120,0,0,8400.0,2100.0,4000.0,1000.0,840.0,1,41982150.0,21,40,1,0,19991500.0,79966000.0,0,0,167928600.0,0.0,0,0
121,0,1,31200.0,6760.0,10140.0,2197.0,2400.0,0,61803560.0,40,60,0,0,20086157.0,92705340.0,1,1,285247200.0,0.0,0,1
122,0,0,15600.0,5070.0,6760.0,2197.0,1200.0,1,30085770.0,30,40,1,0,13037167.0,40114360.0,1,1,92571600.0,0.0,0,1
123,1,1,18850.0,4901.0,8450.0,2197.0,1450.0,0,101031853.0,29,50,0,0,45290141.0,174192850.0,1,0,388584050.0,0.0,0,1
124,0,0,6650.0,1900.0,3500.0,1000.0,665.0,1,57305140.0,19,35,1,0,30160600.0,105562100.0,1,0,200567990.0,0.0,0,0
125,1,1,24440.0,7943.0,6760.0,2197.0,1880.0,0,175862908.0,47,40,0,0,48642932.0,149670560.0,0,1,541116640.0,0.0,0,1
126,0,0,5600.0,2000.0,2800.0,1000.0,560.0,1,22339400.0,20,28,1,0,11169700.0,31275160.0,0,0,62550320.0,0.0,0,0
127,1,1,14880.0,4464.0,5760.0,1728.0,1240.0,0,42756564.0,31,40,0,0,16550928.0,55169760.0,1,0,142521880.0,0.0,0,0
128,0,1,12600.0,2835.0,3240.0,729.0,1400.0,0,40731075.0,35,40,0,0,10473705.0,46549800.0,1,0,181027000.0,0.0,0,0
129,0,0,15600.0,3900.0,4000.0,1000.0,1560.0,0,142638210.0,39,40,0,0,36573900.0,146295600.0,1,0,570552840.0,0.0,1,0
130,0,0,20160.0,4032.0,8640.0,1728.0,1680.0,1,23392656.0,28,60,0,0,10025424.0,50127120.0,0,0,116963280.0,0.0,1,0
131,0,0,8640.0,1944.0,3240.0,729.0,960.0,1,9357768.0,24,40,0,0,3509163.0,15596280.0,0,0,41590080.0,0.0,1,0
132,0,1,11970.0,3078.0,2835.0,729.0,1330.0,0,41376870.0,38,35,0,4386,9799785.0,38110275.0,1,0,160910050.0,530640210.0,0,0
133,0,1,24050.0,6253.0,8450.0,2197.0,1850.0,0,122271162.0,37,50,0,0,42960138.0,165231300.0,1,0,470273700.0,0.0,0,1
134,0,0,19872.0,6624.0,5184.0,1728.0,1656.0,0,80699640.0,46,36,0,0,21052080.0,63156240.0,0,0,242098920.0,0.0,1,0
135,1,1,21280.0,7448.0,7840.0,2744.0,1520.0,0,66996356.0,38,40,0,0,24682868.0,70522480.0,1,0,191418160.0,0.0,0,0
136,0,1,23220.0,3483.0,4860.0,729.0,2580.0,0,22028040.0,43,60,0,0,4610520.0,30736800.0,1,0,146853600.0,0.0,0,0
137,0,1,10395.0,3267.0,4235.0,1331.0,945.0,0,48448719.0,27,35,0,0,19738367.0,62803895.0,0,0,154155015.0,0.0,0,0
138,0,0,4000.0,2000.0,2000.0,1000.0,400.0,1,6862000.0,20,20,1,0,3431000.0,6862000.0,1,0,13724000.0,0.0,0,0
139,1,1,19600.0,4900.0,4000.0,1000.0,1960.0,0,40166770.0,49,40,0,0,8197300.0,32789200.0,1,0,160667080.0,0.0,0,0
140,0,1,21960.0,4941.0,3240.0,729.0,2440.0,0,36571086.0,61,40,0,0,5395734.0,23981040.0,1,0,162538160.0,0.0,0,0
141,0,0,10800.0,2700.0,4000.0,1000.0,1080.0,1,62851140.0,27,40,1,0,23278200.0,93112800.0,0,0,251404560.0,0.0,0,0
142,0,0,5700.0,1900.0,3000.0,1000.0,570.0,1,60204920.0,19,30,1,0,31686800.0,95060400.0,1,0,180614760.0,0.0,0,0
143,1,0,19800.0,5445.0,4840.0,1331.0,1800.0,1,97309080.0,45,40,0,0,23786664.0,86496960.0,0,0,353851200.0,0.0,1,0
144,0,0,28000.0,7000.0,4000.0,1000.0,2800.0,1,73763200.0,70,40,0,0,10537600.0,42150400.0,1,0,295052800.0,0.0,0,0
145,0,0,8370.0,2511.0,2430.0,729.0,930.0,1,51842106.0,31,30,0,0,15050934.0,50169780.0,0,0,172807020.0,0.0,0,0
146,0,1,5280.0,2200.0,2400.0,1000.0,528.0,0,38582280.0,22,24,0,0,17537400.0,42089760.0,1,0,92597472.0,0.0,0,0
147,0,0,7776.0,2916.0,1944.0,729.0,864.0,0,35086932.0,36,24,0,0,8771733.0,23391288.0,0,0,93565152.0,0.0,0,0
148,0,1,17920.0,3136.0,1960.0,343.0,2560.0,0,81191936.0,64,40,0,0,8880368.0,50744960.0,1,0,463953920.0,0.0,0,0
149,0,0,17200.0,4300.0,4000.0,1000.0,1720.0,0,75104660.0,43,40,0,0,17466200.0,69864800.0,0,0,300418640.0,0.0,1,0
150,0,0,17860.0,4700.0,3800.0,1000.0,1786.0,0,87424230.0,47,38,0,0,18600900.0,70683420.0,0,0,332212074.0,0.0,0,0
151,0,0,12240.0,2754.0,3240.0,729.0,1360.0,1,60643998.0,34,40,0,0,16052823.0,71345880.0,0,0,269528880.0,0.0,1,0
152,0,0,17160.0,5577.0,6760.0,2197.0,1320.0,1,69928287.0,33,40,0,0,27547507.0,84761560.0,0,1,215163960.0,0.0,0,1
153,0,0,6615.0,1701.0,2835.0,729.0,735.0,1,55973862.0,21,35,1,0,23988798.0,93289770.0,1,0,217676130.0,0.0,0,0
154,1,0,21060.0,4212.0,3645.0,729.0,2340.0,0,118358604.0,52,45,0,0,20485143.0,102425715.0,1,0,591793020.0,0.0,1,0
155,0,1,19872.0,3888.0,3726.0,729.0,2208.0,0,81092880.0,48,46,0,0,15204915.0,77714010.0,1,0,414474720.0,0.0,0,0
156,0,0,11960.0,3887.0,6760.0,2197.0,920.0,1,64148058.0,23,40,0,0,36257598.0,111561840.0,1,0,197378640.0,0.0,1,1
157,0,0,1420.0,7100.0,200.0,1000.0,142.0,0,350898330.0,71,2,0,0,49422300.0,9884460.0,1,0,70179666.0,0.0,0,0
158,0,0,15660.0,2349.0,4860.0,729.0,1740.0,0,49990635.0,29,60,0,0,15514335.0,103428900.0,1,0,333270900.0,0.0,1,0
159,0,0,27300.0,7098.0,8450.0,2197.0,2100.0,0,124736976.0,42,50,0,0,38609064.0,148496400.0,1,0,479757600.0,0.0,0,1
160,0,0,2720.0,272.0,80.0,8.0,1360.0,0,5211112.0,68,20,0,0,153268.0,1532680.0,0,0,52111120.0,0.0,1,0
161,0,0,9000.0,2025.0,3240.0,729.0,1000.0,1,56869200.0,25,40,0,0,20472912.0,90990720.0,0,0,252752000.0,0.0,0,0
162,0,0,24640.0,8624.0,7840.0,2744.0,1760.0,0,48278384.0,44,40,0,0,15361304.0,43889440.0,0,1,137938240.0,0.0,0,0
163,0,0,10080.0,2268.0,3240.0,729.0,1120.0,1,22281588.0,28,40,0,0,7161939.0,31830840.0,0,1,99029280.0,0.0,1,0
164,1,1,25200.0,8820.0,7840.0,2744.0,1800.0,0,126680400.0,45,40,0,0,39411680.0,112604800.0,1,0,361944000.0,0.0,0,0
165,0,0,14400.0,3600.0,4000.0,1000.0,1440.0,0,74576520.0,36,40,0,0,20715700.0,82862800.0,0,0,298306080.0,0.0,0,0
166,0,0,19656.0,5616.0,6048.0,1728.0,1638.0,1,110206980.0,39,42,0,0,33909840.0,118684440.0,1,1,385724430.0,0.0,1,0
167,0,0,25760.0,9016.0,7840.0,2744.0,1840.0,0,66092432.0,46,40,0,0,20115088.0,57471680.0,1,0,188835520.0,0.0,0,0
168,0,0,2016.0,882.0,784.0,343.0,288.0,1,3254328.0,18,16,1,0,1265572.0,2892736.0,1,0,7438464.0,0.0,0,0
169,0,0,14520.0,7986.0,2420.0,1331.0,1320.0,0,39803676.0,66,20,0,0,6633946.0,12061720.0,0,0,72370320.0,0.0,1,0
170,0,0,9720.0,2187.0,3240.0,729.0,1080.0,1,30363579.0,27,40,0,0,10121193.0,44983080.0,1,0,134949240.0,0.0,1,0
171,0,1,10080.0,2268.0,3240.0,729.0,1120.0,0,44181900.0,28,40,0,0,14201325.0,63117000.0,1,0,196364000.0,0.0,0,0
172,1,1,20400.0,5100.0,4000.0,1000.0,2040.0,0,48991620.0,51,40,0,0,9606200.0,38424800.0,1,0,195966480.0,0.0,0,0
173,0,0,17550.0,4563.0,8450.0,2197.0,1350.0,1,150238530.0,27,50,0,0,72337070.0,278219500.0,1,0,577840500.0,0.0,1,1
174,1,1,14560.0,4732.0,6760.0,2197.0,1120.0,0,54463136.0,28,40,0,0,25286456.0,77804480.0,1,0,167578880.0,0.0,0,1
175,0,0,6075.0,2187.0,2025.0,729.0,675.0,0,61676802.0,27,25,0,0,20558934.0,57108150.0,0,0,171324450.0,0.0,0,0
176,0,0,7560.0,1701.0,3240.0,729.0,840.0,1,59148684.0,21,40,1,0,25349436.0,112664160.0,1,0,262883040.0,0.0,0,0
